text,label,split,label_text
dipakai harian tetap nyaman dari pengalaman pertama ya,2,train,positive
kalau dari pengalamanku fiturnya jalan sesuai deskripsi dari segi fitur sih,1,train,neutral
menurutku harga tidak sebanding buat pemakaian harian menurutku,0,train,negative
buatku adminnya responsif dan ramah menurutku,2,train,positive
review singkat pelayanan cukup biasa untuk harga segini sih.,1,train,neutral
buatku packaging rusak waktu sampai dari segi fitur ya,0,train,negative
worth it bnget buat dibeli dari pengalaman pertama banget,2,train,positive
produk ini standar buat pemakaian harian banget,1,train,neutral
jujur ya fiturnya sering error buatku,0,train,negative
menurutku harga sesuai kualitas buat pemakaian harian menurutku,2,train,positive
menurutku kualitasnya lumayan buat pemakaian harian banget!,1,train,neutral
kalau dari pengalamanku pengiriman terlambat buat pemakaian harian buatku,0,train,negative
buatku produk ini sangat bagus dari segi fitur menurutku,2,train,positive
kalau dari pengalamanku adminnya responsif dan ramah untuk harga segini banget,2,train,positive
buatku sejauh ini aman tapi belum spesial dari pengalaman pertama ya,1,train,neutral
buatku fiturnya cukup membantu untuk harga segini ya,1,train,neutral
pelayanan cukup biasa buat pemakaian harian...,1,train,neutral
jujur ya produk ini mengecewakan buat pemakaian harian sih,0,train,negative
buatku hasilnya nggak buruk tidak istimewa buat pemakaian harian menurutku,1,train,neutral
buatku pengiriman sesuai estimasi untuk harga segini buatku,1,train,neutral
jujur ya pengiriman normal gak cepat tidak lambat dari segi fitur menurutku,1,train,neutral
buatku sejauh ini aman tapi belum spesial dari segi fitur,1,train,neutral
buatku packaging rusak waktu sampai buat pemakaian harian banget,0,train,negative
menurutku adminnya susah dihubungi,0,train,negative
buatku worth it banget buat dibeli banget,2,train,positive
jujur ya pengiriman normal tidak cepat tidak lambat buat pemakaian harian banget,1,train,neutral
kalau dari pengalamanku fiturnya cukup membantu dari segi fitur menurutku,1,train,neutral
kalau dari pengalamanku pengiriman sesuai estimasi dari segi fitur sih,1,train,neutral
jujur ya pengiriman sesuai estimasi dari pengalaman pertama buatku,1,train,neutral
review singkat saya suka hasilnya dari pengalaman pertama sih,2,train,positive
pengiriman terlambat!,0,train,negative
review singkat pelayanan sangat lambat buat pemakaian harian buatku,0,train,negative
menurutku worth it bgt buat dibeli dari pengalaman pertama buatku,2,train,positive
kualitasnya mantap dari pengalaman pertama menurutku,2,train,positive
buatku adminnya responsif dan ramah dari pengalaman pertama,2,train,positive
review singkat recommended bgt untuk harga segini ya,2,train,positive
kalau dari pengalamanku fiturnya sangat membantu dari pengalaman pertama buatku,2,train,positive
saya tidak puas buat pemakaian harian buatku,0,train,negative
review singkat fiturnya sangat membantu untuk harga segini sih,2,train,positive
review singkat kualitasnya lumayan dari pengalaman pertama menurutku,1,train,neutral
barang datang dalam kondisi jelek untuk harga segini buatku,0,train,negative
jujur ya packaging rusak waktu sampai dari segi fitur menurutku!,0,train,negative
kalau dari pengalamanku pengiriman normal nggak cepat tidak lambat buatku,1,train,neutral
review singkat adminnya susah dihubungi buat pemakaian harian menurutku,0,train,negative
menurutku fiturnya cukup membantu dari pengalaman pertama menurutku,1,train,neutral
kualitasnya buruk dari pengalaman pertama sih,0,train,negative
kalau dari pengalamanku pengiriman tepat waktu dari pengalaman pertama ya,2,train,positive
menurutku harga sesuai kualitas dari pengalaman pertama menurutku,2,train,positive
review singkat pelayanan cukup biasa dari pengalaman pertama,1,train,neutral
review singkat fiturnya jalan sesuai deskripsi dari segi fitur,1,train,neutral
kalau dari pengalamanku pengalaman saya biasa saja dari segi fitur sih,1,train,neutral
worth it banget buat dibeli dari pengalaman pertama,2,train,positive
menurutku dipakai harian tetap nyaman dari segi fitur sih,2,train,positive
jujur ya fiturnya jalan sesuai deskripsi dari pengalaman pertama menurutku,1,train,neutral
buatku pengiriman normal tidak cepat tidak lambat buatku,1,train,neutral
jujur ya pelayanannya sangat lambat dari pengalaman pertama sih,0,train,negative
review singkat packaging rapi dan aman buat pemakaian harian menurutku!,2,train,positive
review singkat fiturnya cukup membantu dari segi fitur sih,1,train,neutral
worth it bgt buat dibeli buat pemakaian harian ya,2,train,positive
buatku fiturnya sangat membantu buatku,2,train,positive
kualitasnya lumayan dari segi fitur ya,1,train,neutral
dipakai harian tetap nyaman buat pemakaian harian ya,2,train,positive
produk ini mengecewakan untuk harga segini menurutku,0,train,negative
buatku harga sesuai kualitas untuk harga segini buatku,2,train,positive
review singkat barang datang dalam kondisi jelek untuk harga segini,0,train,negative
kalau dari pengalamanku dipakai harian tetap nyaman buatku,2,train,positive
packaging rapi dan aman menurutku,2,train,positive
worth it bgt buat dibeli untuk harga segini...,2,train,positive
buatku packaging rapi dan aman bgt,2,train,positive
menurutku kualitasnya mantap buat pemakaian harian bnget,2,train,positive
kalau dari pengalamanku pelayanan sangat lambat ya,0,train,negative
review singkat pengalaman saya biasa saja buat pemakaian harian ya,1,train,neutral
menurutku barang ini beneran bagus banget,2,train,positive
buatku pelayanan beneran lambat buat pemakaian harian sih...,0,train,negative
jujur ya kualitasnya buruk dari segi fitur sih,0,train,negative
barang datang dalam kondisi jelek untuk harga segini.,0,train,negative
jujur ya adminnya responsif dan ramah dari segi fitur menurutku,2,train,positive
fiturnya sering error bnget...,0,train,negative
adminnya responsif dan ramah menurutku,2,train,positive
jujur ya dipakai harian tetap nyaman menurutku,2,train,positive
review singkat saya tidak puas menurutku.,0,train,negative
servis sangat lambat dari pengalaman pertama ya,0,train,negative
jujur ya kualitasnya mantap untuk harga segini ya,2,train,positive
buatku saya tidak puas dari segi fitur!,0,train,negative
worth it bgt buat dibeli untuk harga segini menurutku,2,train,positive
buatku kualitasnya buruk dari segi fitur menurutku,0,train,negative
adminnya susah dihubungi buat pemakaian harian banget.,0,train,negative
buatku dipakai sebentar langsung bermasalah dari pengalaman pertama,0,train,negative
review singkat saya suka hasilnya dari segi fitur bgt,2,train,positive
review singkat dipakai harian tetap nyaman untuk harga segini bgt,2,train,positive
review singkat fiturnya jalan sesuai deskripsi untuk harga segini buatku,1,train,neutral
jujur ya sejauh ini aman tapi belum spesial untuk harga segini bgt,1,train,neutral
review singkat packaging rusak waktu sampai sih,0,train,negative
kalau dari pengalamanku produk ini mengecewakan dari segi fitur sih,0,train,negative
buatku pengiriman tepat waktu dari segi fitur menurutku,2,train,positive
buatku harga tidak sebanding dari pengalaman pertama menurutku,0,train,negative
buatku sejauh ini aman tapi belum spesial dari pengalaman pertama buatku,1,train,neutral
kalau dari pengalamanku harga sesuai kualitas buat pemakaian harian...,2,train,positive
jujur ya ga recommended dari pengalaman pertama ya,0,train,negative
jujur ya pengalaman saya biasa saja buat pemakaian harian,1,train,neutral
buatku pengiriman tepat waktu dari segi fitur,2,train,positive
kalau dari pengalamanku packaging rapi dan aman untuk harga segini buatku,2,train,positive
buatku worth it banget buat dibeli untuk harga segini menurutku,2,train,positive
fiturnya jalan sesuai deskripsi buat pemakaian harian menurutku,1,train,neutral
saya tidak puas untuk harga segini buatku,0,train,negative
menurutku kualitasnya lumayan buat pemakaian harian ya,1,train,neutral
review singkat dipakai harian tetap nyaman dari segi fitur menurutku,2,train,positive
saya tidak puas!,0,train,negative
buatku pengiriman normal gak cepat tidak lambat untuk harga segini menurutku,1,train,neutral
kalau dari pengalamanku saya suka hasilnya dari segi fitur banget,2,train,positive
menurutku fiturnya jalan sesuai deskripsi buatku,1,train,neutral
menurutku pelayanan cepat dan ok untuk harga segini ya,2,train,positive
sejauh ini aman tapi belum spesial untuk harga segini buatku,1,train,neutral
review singkat harga tidak sebanding untuk harga segini buatku,0,train,negative
menurutku packaging rusak waktu sampai,0,train,negative
review singkat kualitasnya buruk dari segi fitur bnget!,0,train,negative
buatku recommended banget banget,2,train,positive
kalau dari pengalamanku hasilnya tidak buruk tidak istimewa dari segi fitur banget,1,train,neutral
menurutku produk ini mengecewakan sih,0,train,negative
jujur ya fiturnya sering error dari segi fitur banget,0,train,negative
buatku adminnya responsif dan ramah dari pengalaman pertama sih,2,train,positive
menurutku fiturnya cukup membantu,1,train,neutral
menurutku pelayanan sangat lambat dari segi fitur menurutku,0,train,negative
produk ini sangat bagus dari pengalaman pertama sih,2,train,positive
jujur ya adminnya responsif dan ramah buat pemakaian harian,2,train,positive
buatku harga masih oke dari pengalaman pertama...,1,train,neutral
buatku barang ini sangat bagus dari segi fitur menurutku,2,train,positive
kualitasnya buruk buat pemakaian harian sih,0,train,negative
review singkat rekomen banget dari pengalaman pertama sih,2,train,positive
buatku harga tidak sebanding buat pemakaian harian ya,0,train,negative
menurutku pengiriman normal tidak cepat tidak lambat dari pengalaman pertama menurutku,1,train,neutral
menurutku sejauh ini aman tapi belum spesial dari segi fitur,1,train,neutral
buatku fiturnya jalan sesuai deskripsi dari pengalaman pertama ya!,1,train,neutral
overall masih oke untuk harga segini buat pemakaian harian ya,1,train,neutral
kalau dari pengalamanku overall masih oke untuk harga segini buat pemakaian harian,1,train,neutral
menurutku fiturnya cukup membantu dari pengalaman pertama,1,train,neutral
sejauh ini aman tapi belum spesial ya,1,train,neutral
packaging rusak waktu sampai buat pemakaian harian,0,train,negative
harga gak sebanding banget,0,train,negative
review singkat produk ini standar dari pengalaman pertama,1,train,neutral
menurutku produk ini standar untuk harga segini buatku,1,train,neutral
kalau dari pengalamanku barang datang dalam kondisi jelek dari pengalaman pertama banget,0,train,negative
review singkat harga sesuai kualitas dari segi fitur buatku...,2,train,positive
kalau dari pengalamanku packaging rapi dan aman dari pengalaman pertama menurutku,2,train,positive
harga masih oke buat pemakaian harian ya,1,train,neutral
pelayanan cukup biasa menurutku.,1,train,neutral
buatku recommended bnget sih,2,train,positive
kalau dari pengalamanku fiturnya sering error buat pemakaian harian,0,train,negative
jujur ya fiturnya cukup membantu buat pemakaian harian sih,1,train,neutral
tidak recommended untuk harga segini sih,0,train,negative
review singkat dipakai sebentar langsung bermasalah menurutku,0,train,negative
buatku pengiriman sesuai estimasi untuk harga segini menurutku,1,train,neutral
buatku packaging rapi dan aman dari pengalaman pertama ya,2,train,positive
review singkat pengalaman saya biasa saja buat pemakaian harian menurutku...,1,train,neutral
jujur ya kualitasnya lumayan buatku!,1,train,neutral
kalau dari pengalamanku barang datang dalam kondisi jelek untuk harga segini sih!,0,train,negative
menurutku pelayanan sangat lambat dari pengalaman pertama menurutku,0,train,negative
review singkat pelayanan cukup biasa buat pemakaian harian!,1,train,neutral
jujur ya dipakai harian tetap nyaman dari segi fitur buatku,2,train,positive
servis cukup biasa sih,1,train,neutral
review singkat worth it banget buat dibeli dari pengalaman pertama ya.,2,train,positive
menurutku adminnya susah dihubungi buat pemakaian harian banget...,0,train,negative
review singkat fiturnya sangat membantu sih,2,train,positive
buatku barang datang dalam kondisi jelek untuk harga segini,0,train,negative
jujur ya overall masih oke untuk harga segini dari pengalaman pertama banget!,1,train,neutral
kalau dari pengalamanku fiturnya sering error dari segi fitur,0,train,negative
kalau dari pengalamanku pengalaman saya biasa saja buat pemakaian harian sih,1,train,neutral
menurutku dipakai sebentar langsung bermasalah untuk harga segini ya.,0,train,negative
produk ini sangat bagus untuk harga segini,2,train,positive
review singkat kualitasnya lumayan untuk harga segini ya...,1,train,neutral
tidak recommended dari segi fitur ya,0,train,negative
buatku hasilnya gak buruk tidak istimewa untuk harga segini banget,1,train,neutral
jujur ya kualitasnya lumayan buat pemakaian harian menurutku.,1,train,neutral
jujur ya pelayanan cepat dan memuaskan menurutku,2,train,positive
menurutku pengalaman saya biasa saja sih,1,train,neutral
review singkat pengalaman saya biasa saja dari segi fitur ya!,1,train,neutral
buatku harga masih oke untuk harga segini banget,1,train,neutral
menurutku fiturnya sering error untuk harga segini sih,0,train,negative
menurutku saya tidak puas dari pengalaman pertama ya,0,train,negative
fiturnya jalan sesuai deskripsi dari segi fitur banget,1,train,neutral
jujur ya fiturnya jalan sesuai deskripsi untuk harga segini sih,1,train,neutral
review singkat overall masih oke untuk harga segini untuk harga segini ya,1,train,neutral
pengiriman tepat waktu buatku,2,train,positive
fiturnya beneran membantu dari segi fitur banget,2,train,positive
kalau dari pengalamanku kualitasnya lumayan dari pengalaman pertama sih,1,train,neutral
buatku dipakai harian tetap nyaman menurutku,2,train,positive
kalau dari pengalamanku adminnya susah dihubungi dari pengalaman pertama menurutku,0,train,negative
jujur ya fiturnya cukup membantu dari pengalaman pertama sih,1,train,neutral
jujur ya servis cepat dan memuaskan dari segi fitur,2,train,positive
review singkat fiturnya sangat membantu ya,2,train,positive
menurutku harga masih oke buat pemakaian harian ya,1,train,neutral
packaging rusak waktu sampai dari pengalaman pertama ya,0,train,negative
recommended bgt dari segi fitur ya,2,train,positive
kalau dari pengalamanku adminnya responsif dan ramah sih...,2,train,positive
jujur ya kualitasnya buruk,0,train,negative
pengiriman terlambat,0,train,negative
kalau dari pengalamanku harga ga sebanding dari segi fitur sih,0,train,negative
kalau dari pengalamanku pelayanan cukup biasa sih...,1,train,neutral
review singkat hasilnya tidak buruk tidak istimewa untuk harga segini bgt,1,train,neutral
menurutku kualitasnya mantap untuk harga segini,2,train,positive
kalau dari pengalamanku hasilnya nggak buruk tidak istimewa untuk harga segini sih...,1,train,neutral
review singkat pelayanan cepat dan ok bnget,2,train,positive
menurutku saya suka hasilnya menurutku,2,train,positive
menurutku harga tidak sebanding dari pengalaman pertama sih,0,train,negative
menurutku pengalaman saya biasa saja dari pengalaman pertama sih,1,train,neutral
review singkat barang ini standar buat pemakaian harian sih,1,train,neutral
kalau dari pengalamanku packaging rapi dan aman buatku,2,train,positive
kalau dari pengalamanku harga masih oke untuk harga segini ya,1,train,neutral
menurutku dipakai sebentar langsung bermasalah untuk harga segini banget,0,train,negative
kalau dari pengalamanku adminnya responsif dan ramah buat pemakaian harian buatku!,2,train,positive
buatku produk ini sangat bagus menurutku...,2,train,positive
harga nggak sebanding ya,0,train,negative
menurutku overall masih oke untuk harga segini buat pemakaian harian banget,1,train,neutral
buatku produk ini beneran bagus dari segi fitur buatku,2,train,positive
buatku packaging rapi dan aman dari pengalaman pertama ya,2,train,positive
menurutku fiturnya jalan sesuai deskripsi buat pemakaian harian sih!,1,train,neutral
review singkat adminnya responsif dan ramah untuk harga segini sih,2,train,positive
menurutku hasilnya tidak buruk tidak istimewa dari pengalaman pertama sih,1,train,neutral
buatku packaging rapi dan aman dari pengalaman pertama,2,train,positive
kalau dari pengalamanku pengiriman sesuai estimasi buat pemakaian harian bgt,1,train,neutral
buatku tidak recommended untuk harga segini,0,validation,negative
menurutku pengiriman sesuai estimasi buat pemakaian harian,1,validation,neutral
review singkat barang datang dalam kondisi jelek untuk harga segini buatku,0,validation,negative
menurutku pelayanan cukup biasa dari segi fitur,1,validation,neutral
review singkat fiturnya sangat membantu untuk harga segini sih,2,validation,positive
menurutku kualitasnya lumayan dari pengalaman pertama ya...,1,validation,neutral
review singkat dipakai harian tetap nyaman sih,2,validation,positive
adminnya susah dihubungi!,0,validation,negative
kalau dari pengalamanku packaging rapi dan aman untuk harga segini bnget.,2,validation,positive
harga tidak sebanding,0,validation,negative
hasilnya tidak buruk tidak istimewa dari segi fitur,1,validation,neutral
kalau dari pengalamanku produk ini standar dari segi fitur menurutku!,1,validation,neutral
adminnya susah dihubungi buat pemakaian harian ya,0,validation,negative
review singkat fiturnya jalan sesuai deskripsi dari segi fitur banget,1,validation,neutral
dipakai sebentar langsung bermasalah dari segi fitur ya,0,validation,negative
kalau dari pengalamanku pelayanan beneran lambat sih,0,validation,negative
kualitasnya buruk ya,0,validation,negative
buatku harga sesuai kualitas buatku,2,validation,positive
buatku kwalitasnya lumayan buatku,1,validation,neutral
jujur ya pengiriman normal tidak cepat tidak lambat menurutku,1,validation,neutral
jujur ya kualitasnya lumayan buat pemakaian harian,1,validation,neutral
review singkat produk ini mengecewakan untuk harga segini sih,0,validation,negative
buatku tidak recommended untuk harga segini buatku,0,validation,negative
review singkat overall masih oke untuk harga segini dari pengalaman pertama banget,1,validation,neutral
jujur ya saya tidak puas dari pengalaman pertama sih,0,validation,negative
fiturnya sering error dari pengalaman pertama buatku.,0,validation,negative
buatku overall masih oke untuk harga segini dari segi fitur,1,validation,neutral
review singkat pengiriman terlambat ya,0,validation,negative
jujur ya pengiriman sesuai estimasi untuk harga segini buatku,1,validation,neutral
buatku pengiriman sesuai estimasi menurutku,1,validation,neutral
jujur ya worth it bgt buat dibeli dari segi fitur sih!,2,validation,positive
buatku pelayanan sangat lambat dari pengalaman pertama,0,validation,negative
fiturnya jalan sesuai deskripsi untuk harga segini menurutku,1,validation,neutral
kalau dari pengalamanku tidak recommended buat pemakaian harian menurutku.,0,validation,negative
menurutku harga masih oke dari segi fitur buatku,1,validation,neutral
review singkat pengalaman saya biasa saja dari pengalaman pertama banget,1,validation,neutral
menurutku dipakai harian tetap nyaman dari segi fitur sih,2,validation,positive
buatku dipakai sebentar langsung bermasalah untuk harga segini sih!,0,validation,negative
menurutku pelayanan cepat dan ok buat pemakaian harian buatku!,2,validation,positive
jujur ya fiturnya beneran membantu buatku!,2,validation,positive
kalau dari pengalamanku sejauh ini aman tapi belum spesial buat pemakaian harian menurutku!,1,validation,neutral
kalau dari pengalamanku pengalaman saya biasa saja dari segi fitur menurutku,1,validation,neutral
jujur ya sejauh ini aman tapi belum spesial dari segi fitur,1,validation,neutral
dipakai sebentar langsung bermasalah buat pemakaian harian buatku,0,validation,negative
fiturnya beneran membantu untuk harga segini,2,validation,positive
barang datang dalam kondisi jelek dari pengalaman pertama ya.,0,validation,negative
adminnya responsif dan ramah buat pemakaian harian ya,2,validation,positive
harga nggak sebanding buat pemakaian harian ya...,0,validation,negative
kalau dari pengalamanku harga tidak sebanding sih,0,validation,negative
review singkat kualitasnya buruk buat pemakaian harian buatku...,0,validation,negative
menurutku dipakai sebentar langsung bermasalah dari segi fitur banget,0,validation,negative
menurutku fiturnya cukup membantu buat pemakaian harian ya.,1,validation,neutral
kalau dari pengalamanku overall masih oke untuk harga segini buat pemakaian harian...,1,validation,neutral
pelayanan cukup biasa dari segi fitur menurutku,1,validation,neutral
kalau dari pengalamanku pengiriman terlambat dari pengalaman pertama ya.,0,validation,negative
kalau dari pengalamanku dipakai sebentar langsung bermasalah dari segi fitur banget,0,validation,negative
review singkat harga sesuai kualitas buat pemakaian harian banget,2,validation,positive
menurutku packaging rapi dan aman,2,validation,positive
jujur ya harga masih oke,1,validation,neutral
menurutku recommended banget buat pemakaian harian ya,2,validation,positive
kalau dari pengalamanku recommended bnget dari segi fitur buatku...,2,validation,positive
menurutku kwalitasnya mantap buat pemakaian harian buatku,2,validation,positive
menurutku overall masih oke untuk harga segini sih.,1,validation,neutral
buatku fiturnya sering error dari pengalaman pertama sih,0,validation,negative
menurutku fiturnya jalan sesuai deskripsi dari segi fitur ya,1,validation,neutral
review singkat saya gak puas buatku,0,validation,negative
jujur ya harga masih oke dari segi fitur,1,validation,neutral
harga sesuai kualitas buat pemakaian harian,2,validation,positive
recommended banget buat pemakaian harian,2,validation,positive
review singkat packaging rusak waktu sampai,0,validation,negative
menurutku fiturnya jalan sesuai deskripsi untuk harga segini sih,1,validation,neutral
kalau dari pengalamanku pengiriman tepat waktu dari segi fitur menurutku,2,validation,positive
review singkat pengalaman saya biasa saja untuk harga segini sih,1,validation,neutral
kalau dari pengalamanku delivery tepat waktu dari pengalaman pertama ya,2,validation,positive
jujur ya adminnya responsif dan ramah dari segi fitur ya,2,validation,positive
jujur ya fiturnya jalan sesuai deskripsi menurutku,1,validation,neutral
kalau dari pengalamanku dipakai harian tetap nyaman untuk harga segini menurutku,2,validation,positive
menurutku worth it bnget buat dibeli dari segi fitur sih,2,validation,positive
buatku nggak rekomen buatku,0,validation,negative
menurutku recommended banget buat pemakaian harian sih.,2,validation,positive
dipakai harian tetap nyaman dari pengalaman pertama banget,2,validation,positive
buatku pelayanan cepat dan ok buat pemakaian harian ya,2,validation,positive
kalau dari pengalamanku produk ini standar menurutku,1,validation,neutral
review singkat adminnya susah dihubungi menurutku,0,validation,negative
review singkat produk ini standar untuk harga segini ya,1,validation,neutral
buatku dipakai sebentar langsung bermasalah dari pengalaman pertama,0,validation,negative
jujur ya dipakai harian tetap nyaman buat pemakaian harian menurutku,2,validation,positive
jujur ya produk ini beneran bagus dari pengalaman pertama menurutku,2,validation,positive
kalau dari pengalamanku pelayanan beneran lambat dari segi fitur buatku,0,validation,negative
menurutku dipakai harian tetap nyaman dari pengalaman pertama buatku,2,validation,positive
buatku dipakai sebentar langsung bermasalah buat pemakaian harian buatku...,0,validation,negative
harga masih oke untuk harga segini ya,1,validation,neutral
menurutku barang datang dalam kondisi jelek buat pemakaian harian sih!,0,validation,negative
recommended bgt,2,validation,positive
buatku pelayanan cepat dan memuaskan buat pemakaian harian banget!,2,validation,positive
menurutku harga masih oke buat pemakaian harian,1,validation,neutral
buatku fiturnya sering error untuk harga segini menurutku,0,validation,negative
kalau dari pengalamanku pelayanan cepat dan ok dari segi fitur,2,validation,positive
kalau dari pengalamanku adminnya susah dihubungi sih,0,validation,negative
kalau dari pengalamanku ga recommended untuk harga segini sih,0,validation,negative
jujur ya saya tidak puas ya,0,validation,negative
jujur ya kualitasnya mantap ya,2,validation,positive
buatku sejauh ini aman tapi belum spesial dari segi fitur ya,1,validation,neutral
buatku fiturnya sering error buat pemakaian harian buatku,0,validation,negative
review singkat saya tidak puas dari pengalaman pertama sih,0,validation,negative
buatku kualitasnya lumayan dari segi fitur,1,validation,neutral
saya suka hasilnya dari pengalaman pertama buatku,2,validation,positive
kalau dari pengalamanku kualitasnya lumayan dari segi fitur ya,1,validation,neutral
jujur ya fiturnya sangat membantu buatku!,2,validation,positive
kalau dari pengalamanku packaging rapi dan aman ya,2,validation,positive
buatku saya tidak puas untuk harga segini ya,0,validation,negative
menurutku pelayanan cukup biasa untuk harga segini buatku,1,validation,neutral
buatku dipakai harian tetap nyaman menurutku,2,validation,positive
menurutku pengiriman sesuai estimasi dari segi fitur banget,1,validation,neutral
jujur ya pengiriman sesuai estimasi dari segi fitur buatku,1,validation,neutral
review singkat barang ini standar dari segi fitur buatku,1,validation,neutral
menurutku fiturnya cukup membantu banget!,1,validation,neutral
buatku pelayanan cukup biasa banget,1,validation,neutral
jujur ya pengalaman saya biasa saja dari pengalaman pertama sih,1,validation,neutral
review singkat worth it banget buat dibeli dari pengalaman pertama ya.,2,validation,positive
kalau dari pengalamanku pengiriman sesuai estimasi dari pengalaman pertama,1,validation,neutral
sejauh ini aman tapi belum spesial dari segi fitur buatku,1,validation,neutral
buatku worth it banget buat dibeli dari pengalaman pertama banget,2,validation,positive
buatku kualitasnya lumayan dari segi fitur ya,1,validation,neutral
review singkat packaging rusak waktu sampai ya,0,validation,negative
kalau dari pengalamanku kualitasnya lumayan dari pengalaman pertama buatku,1,validation,neutral
buatku harga masih oke dari pengalaman pertama ya,1,validation,neutral
menurutku produk ini standar banget...,1,validation,neutral
review singkat kualitasnya mantap dari segi fitur,2,validation,positive
menurutku fiturnya sering error dari pengalaman pertama menurutku,0,validation,negative
pengalaman saya biasa saja buatku,1,validation,neutral
jujur ya barang ini mengecewakan,0,validation,negative
kalau dari pengalamanku harga sesuai kualitas untuk harga segini banget.,2,validation,positive
pelayanan sangat lambat untuk harga segini menurutku,0,validation,negative
kalau dari pengalamanku produk ini sangat bagus buat pemakaian harian ya,2,validation,positive
kalau dari pengalamanku pengalaman saya biasa saja banget,1,validation,neutral
menurutku pengiriman sesuai estimasi dari segi fitur.,1,validation,neutral
packaging rapi dan aman dari segi fitur menurutku,2,validation,positive
menurutku pengiriman terlambat dari pengalaman pertama sih,0,validation,negative
pelayanan cepat dan memuaskan untuk harga segini ya,2,validation,positive
buatku produk ini sangat bagus dari pengalaman pertama...,2,validation,positive
review singkat dipakai sebentar langsung bermasalah untuk harga segini menurutku,0,validation,negative
menurutku pelayanan cukup biasa!,1,validation,neutral
buatku dipakai harian tetap nyaman dari pengalaman pertama buatku,2,validation,positive
fiturnya sering error dari pengalaman pertama sih.,0,validation,negative
jujur ya pelayanan cepat dan memuaskan untuk harga segini buatku,2,validation,positive
jujur ya pengiriman sesuai estimasi untuk harga segini menurutku.,1,validation,neutral
kalau dari pengalamanku pengiriman terlambat banget...,0,validation,negative
buatku produk ini standar dari segi fitur sih,1,validation,neutral
jujur ya tidak rekomen dari pengalaman pertama buatku,0,validation,negative
jujur ya delivery normal ga cepat tidak lambat ya,1,validation,neutral
kalau dari pengalamanku saya gak puas buat pemakaian harian ya,0,validation,negative
buatku tidak recommended,0,validation,negative
jujur ya pengiriman normal tidak cepat tidak lambat dari pengalaman pertama menurutku,1,validation,neutral
review singkat pelayanan sangat lambat buat pemakaian harian menurutku.,0,validation,negative
jujur ya kualitasnya buruk buat pemakaian harian sih,0,validation,negative
review singkat harga nggak sebanding untuk harga segini,0,validation,negative
jujur ya sejauh ini aman tapi belum spesial buat pemakaian harian menurutku.,1,validation,neutral
menurutku barang ini standar untuk harga segini ya,1,validation,neutral
buatku barang datang dalam kondisi jelek ya,0,validation,negative
kalau dari pengalamanku dipakai harian tetap nyaman dari pengalaman pertama menurutku,2,validation,positive
buatku barang ini mengecewakan,0,validation,negative
menurutku pengalaman saya biasa saja dari segi fitur,1,validation,neutral
kalau dari pengalamanku fiturnya sering error untuk harga segini banget...,0,validation,negative
menurutku pengiriman sesuai estimasi dari segi fitur menurutku.,1,validation,neutral
buatku pengiriman terlambat dari pengalaman pertama,0,validation,negative
review singkat pelayanan cukup biasa dari pengalaman pertama...,1,validation,neutral
menurutku packaging rusak waktu sampai untuk harga segini ya!,0,validation,negative
sejauh ini aman tapi belum spesial menurutku,1,validation,neutral
review singkat produk ini mengecewakan dari pengalaman pertama menurutku,0,validation,negative
menurutku tidak recommended dari pengalaman pertama,0,validation,negative
overall masih oke untuk harga segini sih,1,validation,neutral
jujur ya worth it banget buat dibeli buatku,2,validation,positive
menurutku tidak rekomen dari pengalaman pertama buatku,0,validation,negative
kalau dari pengalamanku pelayanan cukup biasa dari segi fitur ya,1,validation,neutral
harga sesuai kualitas buat pemakaian harian sih,2,validation,positive
menurutku pelayanan sangat lambat buat pemakaian harian sih,0,validation,negative
sejauh ini aman tapi belum spesial untuk harga segini,1,validation,neutral
menurutku harga masih oke banget!,1,validation,neutral
menurutku pengiriman sesuai estimasi buat pemakaian harian,1,validation,neutral
buatku fiturnya jalan sesuai deskripsi banget,1,validation,neutral
review singkat dipakai sebentar langsung bermasalah buat pemakaian harian bgt,0,validation,negative
jujur ya adminnya susah dihubungi dari segi fitur buatku!,0,validation,negative
buatku pengiriman tepat waktu buat pemakaian harian banget,2,validation,positive
menurutku harga masih oke dari segi fitur sih!,1,validation,neutral
kalau dari pengalamanku barang datang dalam kondisi jelek sih,0,validation,negative
pengiriman normal tidak cepat tidak lambat dari segi fitur sih!,1,validation,neutral
kalau dari pengalamanku barang datang dalam kondisi jelek buat pemakaian harian ya,0,validation,negative
kalau dari pengalamanku barang datang dalam kondisi jelek dari pengalaman pertama ya.,0,validation,negative
buatku fiturnya jalan sesuai deskripsi buat pemakaian harian,1,validation,neutral
menurutku fiturnya sering error buat pemakaian harian sih.,0,validation,negative
kalau dari pengalamanku worth it banget buat dibeli ya,2,validation,positive
kalau dari pengalamanku saya nggak puas dari segi fitur menurutku!,0,validation,negative
menurutku saya tidak puas dari pengalaman pertama,0,validation,negative
menurutku adminnya responsif dan ramah untuk harga segini sih,2,validation,positive
jujur ya adminnya responsif dan ramah dari segi fitur menurutku,2,validation,positive
menurutku fiturnya sering error banget,0,validation,negative
buatku kualitasnya mantap untuk harga segini sih,2,validation,positive
kalau dari pengalamanku hasilnya tidak buruk tidak istimewa untuk harga segini ya,1,validation,neutral
menurutku servis cepat dan memuaskan buat pemakaian harian,2,validation,positive
review singkat produk ini mengecewakan buat pemakaian harian buatku,0,validation,negative
